feature_id,feature_name,feature_description,product_id,meaningful_floor_events,deep_threshold_events
F02061,Advanced DNS Security,Advanced DNS Security capability delivered within PA-1410 SKU-0455,P0455,117899,471596
F02062,Advanced WildFire,Advanced WildFire capability delivered within PA-410 SKU-0456,P0456,718846,2875386
F02063,Decryption,Decryption capability delivered within PA-410 SKU-0456,P0456,19597,78388
F02064,App-ID,App-ID capability delivered within PA-410 SKU-0456,P0456,1179944,4719779
F02065,IoT/OT Security,IoT/OT Security capability delivered within PA-410 SKU-0456,P0456,5530,22122
F02066,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-410 SKU-0456,P0456,30439,121758
F02067,App-ID,App-ID capability delivered within CN-Series SKU-0457,P0457,650550,2602202
F02068,Decryption,Decryption capability delivered within CN-Series SKU-0457,P0457,12942,51769
F02069,IoT/OT Security,IoT/OT Security capability delivered within CN-Series SKU-0457,P0457,32443,129775
F02070,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0457,P0457,390960,1563840
F02071,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0457,P0457,33072,132289
F02072,App-ID,App-ID capability delivered within VM-700 SKU-0458,P0458,117085,468341
F02073,Enterprise DLP,Enterprise DLP capability delivered within VM-700 SKU-0458,P0458,377546,1510184
F02074,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-700 SKU-0458,P0458,11617,46468
F02075,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0458,P0458,9515,38061
F02076,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0459,P0459,1299797,5199190
F02077,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0459,P0459,18913,75654
F02078,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0459,P0459,9952,39809
F02079,Enterprise DLP,Enterprise DLP capability delivered within PA-5410 SKU-0460,P0460,482237,1928950
F02080,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5410 SKU-0460,P0460,19579,78318
F02081,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5410 SKU-0460,P0460,300136,1200544
F02082,Decryption,Decryption capability delivered within PA-5410 SKU-0460,P0460,4310,17242
F02083,Advanced WildFire,Advanced WildFire capability delivered within PA-5410 SKU-0460,P0460,20368,81473
F02084,IoT/OT Security,IoT/OT Security capability delivered within PA-5410 SKU-0460,P0460,12766,51064
F02085,IoT/OT Security,IoT/OT Security capability delivered within VM-100 SKU-0461,P0461,5133,20532
F02086,GlobalProtect,GlobalProtect capability delivered within VM-100 SKU-0461,P0461,610257,2441028
F02087,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0461,P0461,296744,1186977
F02088,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0461,P0461,13744,54976
F02089,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0461,P0461,422822,1691291
F02090,App-ID,App-ID capability delivered within VM-100 SKU-0461,P0461,14192,56768
F02091,Advanced DNS Security,Advanced DNS Security capability delivered within PA-460 SKU-0462,P0462,219618,878474
F02092,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-460 SKU-0462,P0462,10811,43244
F02093,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-460 SKU-0462,P0462,299732,1198928
F02094,Decryption,Decryption capability delivered within PA-460 SKU-0462,P0462,9093,36373
F02095,App-ID,App-ID capability delivered within VM-300 SKU-0463,P0463,534394,2137579
F02096,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0463,P0463,364892,1459568
F02097,GlobalProtect,GlobalProtect capability delivered within VM-300 SKU-0463,P0463,12327,49310
F02098,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0463,P0463,1136357,4545428
F02099,Advanced WildFire,Advanced WildFire capability delivered within PA-3410 SKU-0464,P0464,345917,1383669
F02100,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0464,P0464,17779,71117
F02101,App-ID,App-ID capability delivered within PA-3410 SKU-0464,P0464,508735,2034941
F02102,Enterprise DLP,Enterprise DLP capability delivered within PA-3410 SKU-0464,P0464,30180,120720
F02103,GlobalProtect,GlobalProtect capability delivered within PA-3410 SKU-0464,P0464,7368,29472
F02104,Decryption,Decryption capability delivered within PA-410 SKU-0465,P0465,1327669,5310676
F02105,GlobalProtect,GlobalProtect capability delivered within PA-410 SKU-0465,P0465,8856,35427
F02106,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-410 SKU-0465,P0465,15780,63122
F02107,App-ID,App-ID capability delivered within PA-410 SKU-0465,P0465,796322,3185290
F02108,Advanced WildFire,Advanced WildFire capability delivered within PA-410 SKU-0465,P0465,19126,76507
F02109,Advanced DNS Security,Advanced DNS Security capability delivered within PA-410 SKU-0465,P0465,158920,635682
F02110,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0466,P0466,16607,66430
F02111,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0466,P0466,6952,27808
F02112,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0466,P0466,517730,2070920
F02113,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0467,P0467,11881,47526
F02114,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0467,P0467,411411,1645644
F02115,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0467,P0467,308055,1232220
F02116,App-ID,App-ID capability delivered within VM-100 SKU-0467,P0467,96625,386500
F02117,IoT/OT Security,IoT/OT Security capability delivered within VM-100 SKU-0467,P0467,16191,64767
F02118,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-700 SKU-0468,P0468,236813,947252
F02119,App-ID,App-ID capability delivered within VM-700 SKU-0468,P0468,12407,49629
F02120,IoT/OT Security,IoT/OT Security capability delivered within VM-700 SKU-0468,P0468,5538,22153
F02121,Decryption,Decryption capability delivered within VM-700 SKU-0468,P0468,17377,69508
F02122,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-700 SKU-0468,P0468,1023512,4094049
F02123,Enterprise DLP,Enterprise DLP capability delivered within VM-700 SKU-0468,P0468,29558,118232
F02124,Decryption,Decryption capability delivered within PA-3410 SKU-0469,P0469,38435,153742
F02125,App-ID,App-ID capability delivered within PA-3410 SKU-0469,P0469,23674,94699
F02126,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-3410 SKU-0469,P0469,11194,44776
F02127,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0470,P0470,174764,699057
F02128,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0470,P0470,22309,89236
F02129,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0470,P0470,18865,75461
F02130,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0471,P0471,8954,35817
F02131,App-ID,App-ID capability delivered within VM-500 SKU-0471,P0471,27802,111211
F02132,Decryption,Decryption capability delivered within VM-500 SKU-0471,P0471,19989,79956
F02133,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0471,P0471,137032,548128
F02134,IoT/OT Security,IoT/OT Security capability delivered within VM-500 SKU-0471,P0471,161955,647823
F02135,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0471,P0471,376675,1506703
F02136,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0472,P0472,1030146,4120587
F02137,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0472,P0472,362261,1449047
F02138,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0472,P0472,19737,78948
F02139,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for Azure SKU-0472,P0472,14981,59924
F02140,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0472,P0472,7834,31338
F02141,Advanced DNS Security,Advanced DNS Security capability delivered within PA-1410 SKU-0473,P0473,27927,111709
F02142,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-1410 SKU-0473,P0473,15016,60065
F02143,GlobalProtect,GlobalProtect capability delivered within PA-1410 SKU-0473,P0473,216019,864076
F02144,Decryption,Decryption capability delivered within PA-1410 SKU-0473,P0473,8057,32228
F02145,Advanced WildFire,Advanced WildFire capability delivered within PA-5445 SKU-0474,P0474,689908,2759635
F02146,App-ID,App-ID capability delivered within PA-5445 SKU-0474,P0474,3963,15852
F02147,GlobalProtect,GlobalProtect capability delivered within PA-5445 SKU-0474,P0474,424660,1698641
F02148,Enterprise DLP,Enterprise DLP capability delivered within PA-5445 SKU-0474,P0474,33423,133692
F02149,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0475,P0475,12350,49400
F02150,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0475,P0475,25816,103267
F02151,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0475,P0475,17605,70420
F02152,Decryption,Decryption capability delivered within PA-460 SKU-0476,P0476,693060,2772242
F02153,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-460 SKU-0476,P0476,17464,69859
F02154,Enterprise DLP,Enterprise DLP capability delivered within PA-460 SKU-0476,P0476,210724,842896
F02155,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0477,P0477,758997,3035991
F02156,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0477,P0477,1213414,4853658
F02157,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0477,P0477,10566,42264
F02158,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0477,P0477,7211,28845
F02159,App-ID,App-ID capability delivered within VM-300 SKU-0477,P0477,30805,123220
F02160,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-7500 SKU-0478,P0478,370107,1480430
F02161,Decryption,Decryption capability delivered within PA-7500 SKU-0478,P0478,5033,20132
F02162,IoT/OT Security,IoT/OT Security capability delivered within PA-7500 SKU-0478,P0478,7932,31728
F02163,Advanced DNS Security,Advanced DNS Security capability delivered within PA-410 SKU-0479,P0479,11057,44229
F02164,App-ID,App-ID capability delivered within PA-410 SKU-0479,P0479,3966,15864
F02165,Advanced WildFire,Advanced WildFire capability delivered within PA-410 SKU-0479,P0479,16606,66424
F02166,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-410 SKU-0479,P0479,19683,78732
F02167,GlobalProtect,GlobalProtect capability delivered within PA-410 SKU-0479,P0479,144559,578236
F02168,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0480,P0480,25154,100616
F02169,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0480,P0480,10121,40484
F02170,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0480,P0480,30968,123875
F02171,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0480,P0480,325126,1300507
F02172,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0480,P0480,257436,1029746
F02173,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0481,P0481,781561,3126244
F02174,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0481,P0481,30654,122616
F02175,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0481,P0481,18814,75257
F02176,Decryption,Decryption capability delivered within CN-Series SKU-0481,P0481,11844,47377
F02177,App-ID,App-ID capability delivered within CN-Series SKU-0481,P0481,17862,71449
F02178,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0482,P0482,281924,1127698
F02179,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0482,P0482,32422,129691
F02180,GlobalProtect,GlobalProtect capability delivered within Prisma Access Browser SKU-0482,P0482,5019,20077
F02181,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Browser SKU-0482,P0482,11976,47906
F02182,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0483,P0483,5172,20691
F02183,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0483,P0483,802158,3208632
F02184,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for AWS SKU-0483,P0483,7797,31188
F02185,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0483,P0483,25364,101459
F02186,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0483,P0483,7286,29144
F02187,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0484,P0484,236541,946164
F02188,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0484,P0484,7228,28915
F02189,App-ID,App-ID capability delivered within VM-100 SKU-0484,P0484,7694,30779
F02190,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0484,P0484,101525,406102
F02191,Decryption,Decryption capability delivered within VM-100 SKU-0484,P0484,508608,2034432
F02192,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0484,P0484,15409,61637
F02193,Decryption,Decryption capability delivered within PA-460 SKU-0485,P0485,4856,19424
F02194,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-460 SKU-0485,P0485,9150,36600
F02195,Advanced WildFire,Advanced WildFire capability delivered within PA-460 SKU-0485,P0485,149412,597650
F02196,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0486,P0486,6790,27162
